ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,calculated_property_age,investment_score,good_investment,future_price_5yrs
133578,Maharashtra,Nagpur,Locality_4,Apartment,2,2963,24.05,0.01,2008,Semi-furnished,4,25,17,2,8,,Yes,No,"Clubhouse, Playground, Pool",North,Broker,Under_Construction,17,,0,
204182,Maharashtra,Mumbai,Locality_18,Apartment,2,3099,434.89,0.14,2009,Furnished,22,22,16,10,5,,Yes,No,"Gym, Clubhouse, Pool",West,Broker,Ready_to_Move,16,,0,
62081,Tamil Nadu,Coimbatore,Locality_97,Apartment,3,3378,75.79,0.02,2008,Furnished,6,26,17,3,5,,Yes,Yes,"Garden, Pool, Gym, Clubhouse, Playground",North,Builder,Under_Construction,17,,0,
239514,Andhra Pradesh,Vijayawada,Locality_54,Independent House,5,854,468.91,0.55,2014,Unfurnished,21,30,11,1,6,,No,No,Pool,North,Broker,Under_Construction,11,,0,
70605,Rajasthan,Jaipur,Locality_343,Independent House,5,3225,33.58,0.01,2009,Semi-furnished,4,28,16,6,7,,No,No,"Clubhouse, Gym",West,Owner,Ready_to_Move,16,,0,
115957,Bihar,Gaya,Locality_208,Independent House,3,4172,354.99,0.09,1991,Semi-furnished,8,23,34,7,10,,No,No,"Garden, Playground",East,Broker,Ready_to_Move,34,,0,
39747,Odisha,Cuttack,Locality_107,Independent House,4,4967,396.56,0.08,1991,Furnished,28,28,34,10,10,,Yes,Yes,"Garden, Pool, Gym, Playground",North,Builder,Under_Construction,34,,0,
179251,Bihar,Gaya,Locality_162,Villa,3,4205,191.74,0.05,2006,Furnished,0,28,19,7,6,,No,No,"Pool, Clubhouse, Gym, Playground, Garden",North,Owner,Under_Construction,19,,0,
8287,Andhra Pradesh,Vijayawada,Locality_192,Villa,4,4280,42.77,0.01,2020,Unfurnished,13,20,5,2,7,,No,No,"Gym, Clubhouse, Garden",North,Builder,Ready_to_Move,5,,0,
25984,Andhra Pradesh,Vishakhapatnam,Locality_356,Apartment,3,1802,286.45,0.16,2012,Unfurnished,27,13,13,6,3,,No,Yes,"Gym, Playground, Clubhouse, Pool, Garden",East,Builder,Ready_to_Move,13,,0,
175106,Rajasthan,Jaipur,Locality_117,Apartment,2,2423,364.88,0.15,1990,Semi-furnished,3,8,35,8,6,,No,No,Pool,North,Builder,Under_Construction,35,,0,
106983,Odisha,Cuttack,Locality_180,Villa,3,2722,89.45,0.03,2006,Semi-furnished,15,21,19,4,6,,No,No,"Pool, Clubhouse",East,Builder,Ready_to_Move,19,,0,
18137,Uttar Pradesh,Noida,Locality_118,Independent House,5,2142,229.7,0.11,1997,Furnished,18,15,28,1,3,,No,Yes,Playground,South,Builder,Under_Construction,28,,0,
99671,West Bengal,Kolkata,Locality_362,Apartment,1,3174,196.54,0.06,1995,Unfurnished,11,26,30,3,5,,No,No,"Clubhouse, Pool",North,Broker,Ready_to_Move,30,,0,
169885,Odisha,Cuttack,Locality_281,Apartment,3,4318,193.89,0.04,2022,Unfurnished,20,16,3,2,3,,No,No,"Pool, Playground, Clubhouse, Gym",East,Owner,Under_Construction,3,,0,
86692,Uttar Pradesh,Noida,Locality_108,Villa,1,1488,321.74,0.22,2019,Furnished,0,1,6,5,9,,No,No,"Gym, Garden, Clubhouse",East,Builder,Ready_to_Move,6,,0,
117664,Madhya Pradesh,Bhopal,Locality_117,Apartment,1,4893,22.75,0.0,1999,Semi-furnished,25,30,26,4,8,,No,No,"Clubhouse, Garden",North,Broker,Under_Construction,26,,0,
204764,Maharashtra,Mumbai,Locality_438,Independent House,2,4421,394.77,0.09,2021,Semi-furnished,8,9,4,3,2,,Yes,No,"Playground, Garden, Pool",South,Owner,Ready_to_Move,4,,0,
220984,Odisha,Bhubaneswar,Locality_293,Villa,5,2809,454.67,0.16,1997,Semi-furnished,15,2,28,1,7,,Yes,No,"Garden, Clubhouse",East,Builder,Ready_to_Move,28,,0,
34074,Haryana,Faridabad,Locality_38,Independent House,5,2069,416.07,0.2,2016,Unfurnished,28,22,9,9,1,,Yes,Yes,"Gym, Playground, Garden",North,Broker,Ready_to_Move,9,,0,
22740,Haryana,Faridabad,Locality_449,Villa,1,585,428.41,0.73,2019,Unfurnished,6,22,6,5,9,,No,Yes,"Playground, Pool",South,Broker,Ready_to_Move,6,,0,
238092,Chhattisgarh,Raipur,Locality_241,Apartment,4,1151,181.11,0.16,2012,Semi-furnished,8,20,13,5,5,,Yes,No,"Garden, Pool, Playground",South,Broker,Ready_to_Move,13,,0,
248581,Tamil Nadu,Chennai,Locality_125,Independent House,5,1685,18.8,0.01,2018,Semi-furnished,25,27,7,1,4,,No,Yes,"Garden, Pool, Clubhouse",East,Broker,Ready_to_Move,7,,0,
39562,Gujarat,Ahmedabad,Locality_384,Independent House,4,977,154.08,0.16,2021,Semi-furnished,11,15,4,5,7,,Yes,No,"Playground, Pool, Garden, Gym",South,Builder,Ready_to_Move,4,,0,
201004,Uttar Pradesh,Noida,Locality_110,Villa,5,938,379.48,0.4,2017,Semi-furnished,10,5,8,4,4,,Yes,No,Pool,West,Broker,Under_Construction,8,,0,
170099,Assam,Silchar,Locality_421,Independent House,3,2081,181.91,0.09,1997,Unfurnished,16,14,28,5,5,,Yes,No,Garden,West,Owner,Ready_to_Move,28,,0,
64229,Karnataka,Mysore,Locality_196,Independent House,1,1669,179.09,0.11,1994,Unfurnished,4,6,31,10,2,,Yes,Yes,"Garden, Clubhouse",North,Builder,Under_Construction,31,,0,
143778,Maharashtra,Mumbai,Locality_442,Apartment,4,1035,372.29,0.36,2014,Unfurnished,18,7,11,6,9,,Yes,Yes,"Gym, Garden, Pool",East,Builder,Ready_to_Move,11,,0,
17580,Andhra Pradesh,Vijayawada,Locality_202,Independent House,5,4374,290.69,0.07,1995,Unfurnished,19,13,30,4,8,,Yes,No,Pool,West,Builder,Ready_to_Move,30,,0,
106126,Rajasthan,Jodhpur,Locality_137,Apartment,4,3845,345.7,0.09,2021,Unfurnished,25,13,4,2,10,,Yes,Yes,"Garden, Pool, Clubhouse, Gym, Playground",East,Broker,Ready_to_Move,4,,0,
158959,Andhra Pradesh,Vishakhapatnam,Locality_118,Villa,1,2369,480.06,0.2,2000,Semi-furnished,4,1,25,6,7,,No,Yes,"Clubhouse, Garden, Playground, Gym, Pool",North,Builder,Ready_to_Move,25,,0,
225578,Uttar Pradesh,Lucknow,Locality_380,Independent House,1,4585,428.37,0.09,2018,Unfurnished,17,4,7,6,6,,No,Yes,"Gym, Clubhouse, Garden",South,Owner,Under_Construction,7,,0,
18518,Tamil Nadu,Chennai,Locality_324,Apartment,3,2676,68.97,0.03,2018,Semi-furnished,15,13,7,3,4,,Yes,No,"Playground, Gym, Clubhouse, Garden, Pool",West,Builder,Ready_to_Move,7,,0,
57655,Delhi,Dwarka,Locality_404,Villa,2,4986,190.85,0.04,2010,Semi-furnished,7,9,15,2,1,,No,No,"Pool, Gym",West,Builder,Under_Construction,15,,0,
28219,Maharashtra,Nagpur,Locality_400,Villa,4,3225,262.5,0.08,2015,Semi-furnished,3,20,10,3,5,,Yes,No,Clubhouse,West,Broker,Ready_to_Move,10,,0,
50025,Assam,Silchar,Locality_323,Apartment,5,2480,110.71,0.04,2023,Furnished,1,10,2,2,9,,Yes,Yes,"Clubhouse, Pool",South,Owner,Under_Construction,2,,0,
53498,Punjab,Ludhiana,Locality_296,Apartment,3,3433,329.05,0.1,2012,Semi-furnished,24,23,13,9,1,,Yes,No,Clubhouse,West,Broker,Ready_to_Move,13,,0,
62218,Delhi,Dwarka,Locality_328,Apartment,1,3980,34.93,0.01,2009,Furnished,30,6,16,1,9,,Yes,Yes,"Pool, Clubhouse, Playground, Gym",South,Builder,Ready_to_Move,16,,0,
50788,Jharkhand,Jamshedpur,Locality_480,Apartment,5,3834,124.97,0.03,1996,Semi-furnished,10,23,29,6,4,,Yes,No,"Clubhouse, Playground, Gym, Pool",West,Broker,Under_Construction,29,,0,
203473,Odisha,Cuttack,Locality_403,Apartment,4,4291,465.29,0.11,2005,Furnished,22,22,20,8,4,,Yes,No,Playground,East,Builder,Ready_to_Move,20,,0,
54601,Bihar,Gaya,Locality_25,Apartment,2,3555,272.17,0.08,2016,Semi-furnished,22,22,9,10,10,,Yes,No,"Pool, Playground",West,Broker,Under_Construction,9,,0,
71,Punjab,Amritsar,Locality_145,Apartment,4,1346,53.12,0.04,2017,Furnished,23,2,8,3,6,,No,No,"Playground, Gym",South,Owner,Under_Construction,8,,0,
132659,Chhattisgarh,Raipur,Locality_419,Apartment,1,955,168.17,0.18,2011,Semi-furnished,30,14,14,8,9,,No,No,"Playground, Garden",West,Owner,Under_Construction,14,,0,
9265,Maharashtra,Pune,Locality_190,Villa,5,4074,294.67,0.07,2020,Furnished,21,15,5,10,9,,Yes,No,Gym,South,Owner,Ready_to_Move,5,,0,
189167,Kerala,Kochi,Locality_275,Independent House,3,3401,387.97,0.11,1992,Furnished,7,1,33,8,1,,No,Yes,"Playground, Clubhouse",West,Broker,Ready_to_Move,33,,0,
97546,Andhra Pradesh,Vijayawada,Locality_47,Apartment,4,3249,244.36,0.08,2022,Unfurnished,19,11,3,4,4,,Yes,No,"Clubhouse, Pool, Playground, Garden",North,Owner,Ready_to_Move,3,,0,
238642,Rajasthan,Jodhpur,Locality_498,Villa,5,2617,22.48,0.01,2018,Semi-furnished,10,20,7,1,6,,No,Yes,"Pool, Clubhouse, Playground",West,Builder,Ready_to_Move,7,,0,
49013,Tamil Nadu,Chennai,Locality_300,Villa,2,3173,468.03,0.15,2015,Semi-furnished,29,11,10,10,8,,No,Yes,"Pool, Gym, Clubhouse, Playground, Garden",East,Owner,Under_Construction,10,,0,
130488,Maharashtra,Nagpur,Locality_340,Independent House,5,3504,110.41,0.03,2016,Furnished,3,24,9,1,8,,Yes,No,"Playground, Clubhouse, Garden",South,Owner,Under_Construction,9,,0,
235643,Tamil Nadu,Coimbatore,Locality_491,Villa,4,2065,238.89,0.12,2020,Furnished,14,8,5,8,6,,Yes,No,"Playground, Clubhouse, Pool, Garden",South,Builder,Under_Construction,5,,0,
34320,Punjab,Ludhiana,Locality_426,Apartment,3,2995,443.89,0.15,2021,Semi-furnished,10,2,4,7,2,,No,Yes,Playground,South,Owner,Ready_to_Move,4,,0,
237533,Karnataka,Mysore,Locality_221,Villa,5,3510,232.38,0.07,1996,Semi-furnished,1,22,29,4,10,,Yes,No,"Clubhouse, Gym, Playground",South,Builder,Ready_to_Move,29,,0,
90632,Kerala,Kochi,Locality_69,Independent House,1,1559,371.17,0.24,2009,Unfurnished,17,18,16,4,1,,Yes,Yes,"Gym, Pool, Clubhouse",North,Broker,Under_Construction,16,,0,
85256,Odisha,Bhubaneswar,Locality_147,Villa,3,1396,110.89,0.08,1990,Furnished,20,28,35,6,6,,Yes,Yes,Clubhouse,North,Broker,Under_Construction,35,,0,
122202,Delhi,Dwarka,Locality_18,Villa,3,2448,451.45,0.18,2011,Semi-furnished,21,16,14,3,7,,No,No,"Garden, Gym, Clubhouse",South,Owner,Ready_to_Move,14,,0,
78652,Jharkhand,Ranchi,Locality_351,Independent House,4,643,414.16,0.64,2003,Unfurnished,10,20,22,3,6,,No,Yes,"Garden, Gym, Clubhouse, Pool, Playground",South,Broker,Ready_to_Move,22,,0,
207387,Maharashtra,Mumbai,Locality_306,Apartment,1,1021,402.87,0.39,2013,Semi-furnished,4,21,12,7,6,,Yes,Yes,"Gym, Garden, Playground, Pool, Clubhouse",East,Broker,Ready_to_Move,12,,0,
48960,Karnataka,Mangalore,Locality_54,Apartment,5,906,465.79,0.51,1999,Furnished,8,15,26,8,8,,No,Yes,"Gym, Pool, Clubhouse, Playground",South,Builder,Under_Construction,26,,0,
84887,Delhi,New Delhi,Locality_395,Villa,1,4290,179.87,0.04,2022,Semi-furnished,25,13,3,8,6,,Yes,Yes,"Gym, Playground, Clubhouse",East,Owner,Ready_to_Move,3,,0,
206884,Jharkhand,Ranchi,Locality_11,Independent House,1,624,237.12,0.38,2009,Semi-furnished,26,1,16,1,8,,No,Yes,"Gym, Clubhouse, Garden, Pool, Playground",South,Owner,Under_Construction,16,,0,
132641,Telangana,Warangal,Locality_497,Independent House,1,1548,53.06,0.03,2005,Unfurnished,29,28,20,4,2,,Yes,Yes,"Pool, Playground",North,Broker,Ready_to_Move,20,,0,
198472,Uttar Pradesh,Noida,Locality_54,Villa,1,4902,232.75,0.05,2010,Unfurnished,26,9,15,6,1,,Yes,No,"Clubhouse, Pool, Gym, Garden",North,Builder,Ready_to_Move,15,,0,
14830,Madhya Pradesh,Bhopal,Locality_465,Apartment,1,718,192.47,0.27,2018,Furnished,1,26,7,6,5,,No,Yes,"Pool, Gym, Playground, Garden, Clubhouse",West,Broker,Ready_to_Move,7,,0,
50324,Madhya Pradesh,Indore,Locality_381,Villa,4,2137,103.01,0.05,2019,Semi-furnished,13,4,6,1,7,,Yes,No,"Clubhouse, Gym",East,Broker,Under_Construction,6,,0,
171266,Jharkhand,Ranchi,Locality_402,Apartment,5,4616,358.55,0.08,2016,Semi-furnished,7,27,9,4,5,,Yes,No,"Pool, Garden",West,Owner,Ready_to_Move,9,,0,
235988,Madhya Pradesh,Indore,Locality_7,Independent House,1,671,384.6,0.57,2005,Semi-furnished,22,14,20,3,7,,No,Yes,"Garden, Playground, Clubhouse",North,Owner,Under_Construction,20,,0,
158065,Telangana,Warangal,Locality_241,Independent House,4,4115,12.23,0.0,2001,Unfurnished,7,16,24,8,8,,No,Yes,Clubhouse,North,Broker,Ready_to_Move,24,,0,
29560,Madhya Pradesh,Indore,Locality_215,Apartment,3,1665,180.42,0.11,2001,Unfurnished,3,24,24,6,7,,Yes,Yes,Gym,West,Builder,Under_Construction,24,,0,
125092,Bihar,Gaya,Locality_72,Villa,1,1206,467.32,0.39,2016,Semi-furnished,27,18,9,6,10,,Yes,No,"Playground, Gym",West,Owner,Ready_to_Move,9,,0,
70732,Odisha,Bhubaneswar,Locality_305,Apartment,2,2179,494.62,0.23,2004,Semi-furnished,5,18,21,10,3,,No,No,"Clubhouse, Pool, Gym, Playground, Garden",South,Builder,Ready_to_Move,21,,0,
26523,Delhi,New Delhi,Locality_313,Apartment,4,1204,216.7,0.18,2017,Semi-furnished,26,5,8,6,5,,Yes,No,"Gym, Pool",North,Broker,Ready_to_Move,8,,0,
152370,Gujarat,Ahmedabad,Locality_372,Apartment,1,2593,207.96,0.08,2012,Furnished,17,25,13,2,9,,Yes,Yes,"Garden, Playground, Gym, Pool, Clubhouse",North,Broker,Ready_to_Move,13,,0,
211537,Kerala,Trivandrum,Locality_305,Villa,1,1263,371.87,0.29,1998,Semi-furnished,10,5,27,7,8,,No,No,"Gym, Garden",North,Owner,Under_Construction,27,,0,
99542,Jharkhand,Jamshedpur,Locality_110,Apartment,5,3302,222.49,0.07,1994,Furnished,20,13,31,5,10,,No,Yes,"Pool, Garden",North,Owner,Under_Construction,31,,0,
216827,Delhi,New Delhi,Locality_280,Apartment,3,1079,485.29,0.45,2016,Unfurnished,16,24,9,9,6,,Yes,No,"Pool, Clubhouse, Gym, Garden",North,Broker,Ready_to_Move,9,,0,
52928,Assam,Silchar,Locality_323,Independent House,5,3909,36.46,0.01,2009,Furnished,7,15,16,9,10,,No,Yes,"Gym, Garden, Pool, Playground",East,Builder,Under_Construction,16,,0,
137020,Jharkhand,Ranchi,Locality_1,Independent House,1,4100,281.67,0.07,2000,Semi-furnished,4,20,25,8,7,,No,No,"Pool, Clubhouse, Garden, Gym",North,Broker,Under_Construction,25,,0,
138552,Andhra Pradesh,Vijayawada,Locality_270,Villa,4,3984,368.25,0.09,2020,Semi-furnished,13,20,5,4,8,,Yes,No,"Garden, Playground",West,Owner,Ready_to_Move,5,,0,
118054,Assam,Guwahati,Locality_50,Apartment,5,1838,322.5,0.18,2022,Semi-furnished,10,9,3,5,2,,No,Yes,Clubhouse,East,Owner,Ready_to_Move,3,,0,
248134,Punjab,Ludhiana,Locality_479,Independent House,2,3110,304.17,0.1,2023,Unfurnished,2,15,2,4,3,,Yes,No,"Garden, Pool, Clubhouse, Playground",West,Builder,Under_Construction,2,,0,
185881,Punjab,Amritsar,Locality_271,Villa,4,1627,221.04,0.14,2000,Furnished,10,1,25,9,7,,No,Yes,Gym,East,Owner,Ready_to_Move,25,,0,
244099,Chhattisgarh,Bilaspur,Locality_145,Independent House,1,4281,100.61,0.02,2017,Semi-furnished,8,21,8,5,2,,No,Yes,"Playground, Garden, Gym, Pool, Clubhouse",North,Owner,Ready_to_Move,8,,0,
100073,Karnataka,Bangalore,Locality_488,Apartment,1,1440,399.84,0.28,1994,Unfurnished,28,29,31,10,10,,Yes,Yes,"Pool, Garden, Clubhouse, Gym, Playground",West,Owner,Ready_to_Move,31,,0,
199506,Jharkhand,Jamshedpur,Locality_392,Independent House,1,2453,229.19,0.09,1998,Unfurnished,26,4,27,7,8,,Yes,No,"Pool, Gym, Clubhouse",South,Broker,Under_Construction,27,,0,
105378,Tamil Nadu,Coimbatore,Locality_371,Villa,1,2613,276.23,0.11,2017,Furnished,1,13,8,10,10,,No,Yes,Pool,North,Owner,Ready_to_Move,8,,0,
143321,Odisha,Cuttack,Locality_265,Apartment,2,1339,132.34,0.1,1992,Unfurnished,2,18,33,10,10,,Yes,Yes,"Playground, Gym",East,Broker,Under_Construction,33,,0,
68932,Gujarat,Ahmedabad,Locality_195,Independent House,2,4783,422.91,0.09,2008,Unfurnished,22,3,17,2,4,,No,Yes,"Garden, Gym, Playground, Pool",South,Builder,Under_Construction,17,,0,
174451,Odisha,Bhubaneswar,Locality_242,Villa,5,3552,310.21,0.09,2009,Semi-furnished,0,1,16,4,4,,No,No,"Pool, Playground, Clubhouse",West,Owner,Under_Construction,16,,0,
229128,Uttarakhand,Dehradun,Locality_386,Villa,2,4152,481.22,0.12,1997,Semi-furnished,9,4,28,7,8,,No,No,"Pool, Garden, Clubhouse, Playground",East,Owner,Ready_to_Move,28,,0,
98961,Maharashtra,Nagpur,Locality_169,Independent House,4,1884,271.58,0.14,1997,Semi-furnished,14,20,28,4,2,,Yes,Yes,"Pool, Playground, Gym",East,Broker,Ready_to_Move,28,,0,
47274,Maharashtra,Nagpur,Locality_445,Independent House,5,4858,411.61,0.08,2008,Furnished,20,9,17,1,5,,No,Yes,"Playground, Gym, Clubhouse",North,Broker,Under_Construction,17,,0,
18082,Rajasthan,Jodhpur,Locality_197,Independent House,5,3816,329.84,0.09,2010,Unfurnished,28,8,15,1,2,,Yes,Yes,"Garden, Playground",East,Builder,Ready_to_Move,15,,0,
102484,Assam,Guwahati,Locality_214,Independent House,1,4931,236.88,0.05,2017,Semi-furnished,20,24,8,7,9,,No,Yes,Pool,West,Owner,Under_Construction,8,,0,
10049,Bihar,Patna,Locality_284,Apartment,1,4488,117.37,0.03,2000,Semi-furnished,1,28,25,1,7,,No,No,"Playground, Pool, Clubhouse",East,Owner,Ready_to_Move,25,,0,
200593,Kerala,Kochi,Locality_342,Apartment,5,3827,157.12,0.04,1994,Furnished,8,21,31,10,3,,No,Yes,"Garden, Gym, Pool, Playground",South,Broker,Under_Construction,31,,0,
14931,Tamil Nadu,Chennai,Locality_424,Independent House,1,1084,439.11,0.41,1990,Furnished,7,4,35,8,7,,No,No,Playground,North,Owner,Ready_to_Move,35,,0,
104679,Kerala,Kochi,Locality_81,Villa,2,1810,376.08,0.21,2005,Furnished,3,23,20,9,9,,No,Yes,"Gym, Clubhouse, Garden, Pool, Playground",North,Owner,Under_Construction,20,,0,
19292,West Bengal,Kolkata,Locality_195,Villa,2,1252,369.63,0.3,2002,Semi-furnished,22,21,23,2,4,,Yes,Yes,"Playground, Garden, Gym",North,Broker,Under_Construction,23,,0,
11475,Odisha,Bhubaneswar,Locality_73,Independent House,3,1275,212.39,0.17,2019,Furnished,1,24,6,2,7,,No,Yes,Garden,West,Broker,Ready_to_Move,6,,0,
71518,Odisha,Cuttack,Locality_186,Apartment,2,1492,82.13,0.06,1992,Unfurnished,9,9,33,6,6,,No,Yes,Gym,South,Broker,Under_Construction,33,,0,
220104,Maharashtra,Pune,Locality_289,Independent House,2,587,33.83,0.06,2005,Furnished,26,23,20,4,2,,No,Yes,"Playground, Clubhouse, Pool",West,Builder,Under_Construction,20,,0,
10558,Madhya Pradesh,Bhopal,Locality_98,Villa,4,2734,33.88,0.01,1992,Furnished,14,28,33,6,6,,No,Yes,"Clubhouse, Pool, Playground",East,Broker,Ready_to_Move,33,,0,
45362,West Bengal,Kolkata,Locality_336,Villa,2,2929,332.77,0.11,2003,Furnished,24,23,22,4,5,,No,Yes,"Pool, Clubhouse, Gym, Playground, Garden",West,Builder,Ready_to_Move,22,,0,
104167,Tamil Nadu,Chennai,Locality_355,Independent House,3,3767,146.96,0.04,2002,Unfurnished,9,1,23,5,2,,No,Yes,"Playground, Gym, Garden",North,Owner,Ready_to_Move,23,,0,
21389,Assam,Guwahati,Locality_162,Villa,1,810,118.22,0.15,1998,Semi-furnished,7,7,27,5,6,,Yes,Yes,Playground,East,Owner,Ready_to_Move,27,,0,
56044,Andhra Pradesh,Vishakhapatnam,Locality_464,Apartment,4,1919,407.6,0.21,2012,Unfurnished,23,12,13,6,4,,No,Yes,"Playground, Garden",East,Builder,Ready_to_Move,13,,0,
197018,Gujarat,Ahmedabad,Locality_345,Apartment,5,3201,155.98,0.05,1990,Unfurnished,12,15,35,4,8,,No,No,"Clubhouse, Playground",West,Broker,Ready_to_Move,35,,0,
79455,Karnataka,Mangalore,Locality_231,Independent House,3,2838,416.72,0.15,1998,Unfurnished,14,29,27,2,2,,No,Yes,"Gym, Clubhouse, Playground",East,Owner,Under_Construction,27,,0,
85487,Delhi,Dwarka,Locality_310,Apartment,5,2743,423.04,0.15,2009,Semi-furnished,3,6,16,8,2,,Yes,Yes,"Garden, Pool, Playground, Clubhouse, Gym",East,Owner,Under_Construction,16,,0,
184043,Madhya Pradesh,Bhopal,Locality_199,Independent House,3,3336,494.2,0.15,2009,Semi-furnished,11,14,16,6,4,,No,No,"Garden, Gym, Clubhouse, Pool, Playground",South,Owner,Ready_to_Move,16,,0,
230338,Chhattisgarh,Raipur,Locality_110,Villa,1,4907,242.89,0.05,1997,Furnished,17,15,28,7,4,,No,No,"Garden, Playground, Gym, Clubhouse, Pool",South,Owner,Under_Construction,28,,0,
188067,Delhi,Dwarka,Locality_436,Independent House,3,3337,458.95,0.14,2011,Furnished,9,23,14,6,2,,Yes,No,"Pool, Clubhouse, Playground, Gym, Garden",South,Owner,Under_Construction,14,,0,
228359,Gujarat,Surat,Locality_311,Villa,5,1121,275.81,0.25,2006,Semi-furnished,5,13,19,10,2,,No,No,"Pool, Clubhouse",West,Broker,Under_Construction,19,,0,
127712,Andhra Pradesh,Vijayawada,Locality_399,Apartment,5,3667,471.99,0.13,2023,Semi-furnished,20,15,2,3,9,,Yes,Yes,Clubhouse,North,Broker,Ready_to_Move,2,,0,
9240,Uttarakhand,Haridwar,Locality_255,Independent House,4,2644,110.32,0.04,1992,Semi-furnished,5,5,33,5,6,,No,Yes,"Playground, Gym, Pool, Garden, Clubhouse",South,Owner,Under_Construction,33,,0,
143930,West Bengal,Kolkata,Locality_16,Villa,2,4390,178.79,0.04,2005,Semi-furnished,17,9,20,3,9,,Yes,Yes,"Pool, Clubhouse, Playground",East,Builder,Under_Construction,20,,0,
230155,Karnataka,Bangalore,Locality_149,Villa,1,4639,428.86,0.09,2003,Furnished,27,14,22,10,6,,No,No,"Clubhouse, Gym, Playground, Garden",South,Owner,Under_Construction,22,,0,
135897,Odisha,Bhubaneswar,Locality_102,Independent House,2,542,380.5,0.7,2000,Semi-furnished,25,27,25,2,10,,Yes,Yes,"Garden, Clubhouse, Pool",West,Broker,Ready_to_Move,25,,0,
124418,Madhya Pradesh,Indore,Locality_196,Independent House,1,4817,494.9,0.1,1998,Semi-furnished,6,16,27,3,5,,Yes,No,"Pool, Playground, Gym",North,Broker,Under_Construction,27,,0,
30496,Kerala,Trivandrum,Locality_306,Apartment,3,2746,239.29,0.09,2007,Furnished,26,3,18,8,2,,No,No,"Garden, Gym, Pool, Clubhouse, Playground",South,Broker,Ready_to_Move,18,,0,
27681,Punjab,Amritsar,Locality_212,Independent House,4,2658,421.06,0.16,2016,Furnished,27,14,9,3,7,,No,Yes,"Playground, Garden, Gym",East,Builder,Ready_to_Move,9,,0,
124612,Punjab,Ludhiana,Locality_328,Apartment,5,1967,273.69,0.14,2013,Semi-furnished,11,23,12,6,4,,Yes,No,"Gym, Garden, Playground",North,Broker,Under_Construction,12,,0,
52251,Rajasthan,Jodhpur,Locality_320,Apartment,2,901,218.44,0.24,1991,Semi-furnished,21,21,34,10,10,,Yes,Yes,"Playground, Pool, Clubhouse",West,Owner,Ready_to_Move,34,,0,
210031,Andhra Pradesh,Vijayawada,Locality_493,Villa,3,589,285.6,0.48,2017,Furnished,25,18,8,8,10,,Yes,Yes,"Gym, Pool, Playground, Clubhouse",West,Builder,Under_Construction,8,,0,
8567,Assam,Silchar,Locality_301,Villa,4,3296,240.17,0.07,2014,Unfurnished,9,19,11,5,10,,No,Yes,"Gym, Playground",West,Owner,Under_Construction,11,,0,
14492,Haryana,Gurgaon,Locality_448,Villa,3,620,296.62,0.48,2002,Semi-furnished,14,1,23,1,1,,No,No,"Garden, Playground, Pool, Gym, Clubhouse",East,Builder,Under_Construction,23,,0,
193213,Haryana,Gurgaon,Locality_63,Independent House,2,984,25.69,0.03,2015,Furnished,17,24,10,6,7,,Yes,Yes,"Pool, Garden, Clubhouse",East,Broker,Under_Construction,10,,0,
44256,Maharashtra,Pune,Locality_436,Independent House,2,2892,95.15,0.03,2020,Unfurnished,5,11,5,3,3,,No,No,"Pool, Garden, Playground",North,Broker,Ready_to_Move,5,,0,
221764,Delhi,Dwarka,Locality_50,Independent House,5,1000,152.84,0.15,1996,Furnished,12,29,29,3,1,,No,Yes,Gym,South,Owner,Ready_to_Move,29,,0,
52458,Karnataka,Mysore,Locality_294,Apartment,3,960,114.56,0.12,2013,Semi-furnished,0,24,12,9,4,,No,No,"Gym, Clubhouse",East,Owner,Under_Construction,12,,0,
45317,Telangana,Warangal,Locality_54,Apartment,1,798,152.56,0.19,1992,Semi-furnished,16,1,33,1,1,,Yes,Yes,"Garden, Gym, Playground, Pool, Clubhouse",North,Owner,Ready_to_Move,33,,0,
155412,Chhattisgarh,Raipur,Locality_207,Independent House,2,1257,444.95,0.35,2008,Semi-furnished,16,13,17,1,1,,No,No,"Playground, Pool, Garden, Gym, Clubhouse",West,Builder,Under_Construction,17,,0,
75001,Gujarat,Ahmedabad,Locality_453,Independent House,2,1471,265.48,0.18,2003,Unfurnished,30,23,22,2,7,,Yes,No,"Gym, Garden, Pool",West,Owner,Ready_to_Move,22,,0,
191579,Andhra Pradesh,Vijayawada,Locality_190,Villa,5,4826,398.14,0.08,2019,Unfurnished,20,14,6,5,2,,No,Yes,"Pool, Clubhouse, Playground, Gym",South,Broker,Ready_to_Move,6,,0,
139258,Uttar Pradesh,Noida,Locality_357,Apartment,5,4604,416.69,0.09,1993,Furnished,8,18,32,2,9,,No,Yes,"Clubhouse, Pool",East,Builder,Under_Construction,32,,0,
87733,Rajasthan,Jodhpur,Locality_445,Villa,1,1561,227.74,0.15,2012,Furnished,15,23,13,3,9,,No,Yes,"Clubhouse, Gym, Playground",South,Owner,Under_Construction,13,,0,
239545,Karnataka,Mangalore,Locality_232,Independent House,1,4533,229.24,0.05,2001,Furnished,14,4,24,10,9,,No,No,"Clubhouse, Pool, Playground",South,Builder,Under_Construction,24,,0,
